Country Name,Country Code,Year,Gender Gap Labor force participation % (15+age),Gender Gap Part time employment %,Gender Gap Self-employed %,Gender Gap Unemployment %,Gender Gap Vulnerable employment %,Gender Gap Wage and salaried workers %,Total Gender Gap %
Greenland,GRL,1995,0,0,0,0,0,0,0
Guatemala,GTM,2012,41.926998138427706,-27.0100002288818,-17.786998748779304,-1.19400000572205,-18.0200004577638,17.786998748779304,-4.297002553939947
Guyana,GUY,1995,42.90900039672861,0,12.8329982757569,-4.9210004806518,11.019999504089302,-12.832996368408196,49.00800132751481
Guyana,GUY,1997,43.3590049743652,0,11.390001296997099,-4.97799968719484,9.628998756408702,-11.389999389648395,48.01000595092776
Honduras,HND,1992,45.106002807617195,0,5.930999755859403,0.19000005722045987,5.150000095367602,-5.930999755859403,50.446002960205256
Croatia,HRV,1972,0,0,0,0,0,0,0
Kyrgyz Republic,KGZ,1987,0,0,0,0,0,0,0
Lebanon,LBN,2005,50.317998886108406,0,26.864999771118104,-2.0230002403259304,15.5580010414123,-26.864997863769496,63.853001594543386
Sri Lanka,LKA,1995,38.640998840332,0,4.794002532958999,-11.800000190734881,2.7960009574889995,-4.794002532958999,29.63699960708612
Latvia,LVA,2007,16.2170028686524,-6.67999982833865,4.03400039672851,0.9400000572204599,1.60599994659424,-4.0340042114257955,12.082999229431167
Mexico,MEX,2017,34.8610000610352,-14.069998741149902,-1.3709983825683025,-0.2900002002715998,-4.845000505447299,1.3710021972655966,15.656004428863692
Montenegro,MNE,1961,0,0,0,0,0,0,0
Mauritania,MRT,2002,42.5740013122558,0,-11.2630004882812,-4.725000381469741,-13.225998878478997,11.2630004882812,24.623002052307065
Mauritius,MUS,1998,40.3019981384277,0,7.484001159668001,-5.031999588012689,4.5650002360344,-7.484001159667898,39.83499878644951
Namibia,NAM,2014,7.243000030517599,-5.279999732971099,-14.544000625610302,-3.5569992065429012,-16.5629987716675,14.544002532959006,-18.156995773315195
Nigeria,NGA,2013,9.6700019836426,-5.220000267028791,-9.692001342773395,0.40499997138977006,-10.480995178222699,9.6919994354248,-5.625995397567715
Nepal,NPL,2012,5.959999084472713,0,-19.624000549316392,0.8860001564025901,-21.204998016357393,19.6240005493164,-14.358998775482082
Philippines,PHL,1964,0,0,0,0,0,0,0
Philippines,PHL,2015,25.954002380371094,0,-5.455997467040994,-0.34999990463257014,-7.460000514984095,5.455997467040994,18.14400196075443
Paraguay,PRY,2000,31.247001647949304,0,0.7379989624023011,-2.1070003509521493,-4.504000663757402,-0.7379989624023011,24.636000633239753
Russian Federation,RUS,2001,13.934997558593807,0,0.38099956512450994,0.75,-0.29500033706426976,-0.38099670410150566,14.390000082552541
Senegal,SEN,1970,0,0,0,0,0,0,0
Solomon Islands,SLB,2009,17.9610023498535,0,-1.6170043945312074,-0.21300005912779985,-2.842001914977999,1.617000579833899,14.905996561050394
Sierra Leone,SLE,1968,0,0,0,0,0,0,0
Somalia,SOM,2017,55.6539974212647,0,-17.75900268554689,-0.91499996185303,-19.099000453949003,17.758999824523897,35.63999414443967
Vietnam,VNM,1979,0,0,0,0,0,0,0
Vietnam,VNM,1988,0,0,0,0,0,0,0
Kosovo,XKX,2000,0,0,0,0,0,0,0
"Yemen, Rep.",YEM,2009,58.1249971389771,0,-19.319999694824197,-27.928999900817903,-22.2460012435913,19.319999694824197,7.949995994567892
Afghanistan,AFG,1964,0,0,0,0,0,0,0
United Arab Emirates,ARE,2006,52.9590034484863,0,3.6420001387596175,-5.523999929428099,1.075999971479177,-3.641998291015696,48.5110053382813
Azerbaijan,AZE,1961,0,0,0,0,0,0,0
Bulgaria,BGR,1982,0,0,0,0,0,0,0
Brazil,BRA,1977,0,0,0,0,0,0,0
Barbados,BRB,1996,10.625999450683594,0,6.07800006866457,-6.0490007400513015,5.943000391125761,-6.0780029296875,10.519996240735123
Bhutan,BTN,2013,14.634998321533203,0,-23.183002471923793,-1.5179998874664302,-23.242998123168896,23.1830005645752,-10.126001596450717
Botswana,BWA,1996,25.540004730224602,0,3.8789978027343963,-4.503000259399499,5.996999740600597,-3.8789978027343963,27.0340042114257
China,CHN,1970,0,0,0,0,0,0,0
"Congo, Dem. Rep.",COD,1998,1.7620010375975994,0,-1.0299987792968963,-1.2280001640319895,-3.617000579833899,1.0299987792968963,-3.0829997062682892
Comoros,COM,2006,16.4939994812011,0,-22.286994934082003,-0.4229998588562003,-23.201999664306705,22.286998748779297,-7.130996227264511
Cuba,CUB,1992,31.512001037597692,0,-6.416999816894499,-8.32700014114382,6.659000419080259,6.416999816894602,29.844001315534236
Germany,DEU,1991,24.424003601074205,-24.60000038146975,2.975999832153299,-2.1149997711181703,-0.8710001111030596,-2.9759979248047017,-3.1619947552681786
Finland,FIN,1970,0,0,0,0,0,0,0
"Gambia, The",GMB,2003,21.026000976562493,0,-15.783996582031307,-6.108999729156479,-16.1960000991821,15.783999443054201,-1.2789959907531916
Equatorial Guinea,GNQ,1970,0,0,0,0,0,0,0
Greenland,GRL,2008,0,0,0,0,0,0,0
Honduras,HND,1995,44.1689987182617,0,2.425998687744105,-0.22900009155272993,-0.6409993171691966,-2.425998687744105,43.298999309539774
Croatia,HRV,1971,0,0,0,0,0,0,0
Ireland,IRL,1992,31.819004058837905,-19.7900009155273,20.5520000457764,-0.42599964141849966,15.634999155998239,-20.551994323730398,27.238008379936346
Iceland,ISL,2006,10.242004394531193,-19.600000381469698,13.0739989280701,-0.41899991035462003,8.11299948021766,-13.073997497558594,-1.6639949865639583
Israel,ISR,1990,25.79600524902351,0,0,0,0,0,25.79600524902351
Italy,ITA,1983,0,-14.6600003242493,0,0,0,0,-14.6600003242493
St. Lucia,LCA,1979,0,0,0,0,0,0,0
Moldova,MDA,2016,5.957000732421896,0,15.958999633789102,2.54800009727478,14.753001689911002,-15.959003448486307,23.257998704910474
Maldives,MDV,1983,0,0,0,0,0,0,0
Malta,MLT,1986,0,0,0,0,0,0,0
Mauritania,MRT,1978,0,0,0,0,0,0,0
Mauritius,MUS,1999,39.73200225830081,0,7.5769996643066015,-4.71000003814697,4.3709999918937985,-7.576995849609389,39.39300602674485
Malaysia,MYS,2004,33.4669990539551,0,3.3419990539550994,-0.6730000972747798,-0.1719999313355025,-3.342002868652301,32.62199521064761
New Caledonia,NCL,1965,0,0,0,0,0,0,0
Nicaragua,NIC,1960,0,0,0,0,0,0,0
Netherlands,NLD,1976,0,0,0,0,0,0,0
Nauru,NRU,2007,0,0,0,0,0,0,0
Oman,OMN,1999,54.499000549316506,0,1.0150003433227006,-5.78499984741211,-0.4060003757477002,-1.0149993896483949,48.308001279831004
Panama,PAN,1963,0,0,0,0,0,0,0
Peru,PER,1976,0,0,0,0,0,0,0
Papua New Guinea,PNG,1972,0,0,0,0,0,0,0
Puerto Rico,PRI,1981,0,0,0,0,0,0,0
Portugal,PRT,1963,0,0,0,0,0,0,0
Paraguay,PRY,1997,31.815998077392493,0,1.5530014038086009,-2.2800002098083505,-2.130998611450103,-1.5530014038086009,27.40499925613404
French Polynesia,PYF,1996,22.202995300292997,0,10.7929992675781,-2.890999794006401,6.4069998264312,-10.792995452880902,25.718999147414994
Romania,ROU,2002,13.748996734619205,-7.080000400543209,-3.1119995117187997,0.9590001106262198,-4.123000144958496,3.1119995117187003,3.5049962997436204
Senegal,SEN,1996,39.7330017089844,0,-0.00899887084960227,-2.7170000076294,-1.9180006980895996,0.00899887084960227,35.0980010032654
Singapore,SGP,1969,0,0,0,0,0,0,0
Sierra Leone,SLE,1972,0,0,0,0,0,0,0
South Sudan,SSD,1984,0,0,0,0,0,0,0
Seychelles,SYC,2008,0,0,0,0,0,0,0
Syrian Arab Republic,SYR,1973,0,0,0,0,0,0,0
Syrian Arab Republic,SYR,1993,59.769002914428704,0,1.5190010070800994,1.2089996337890607,-4.173002243041999,-1.5190010070800994,56.80500030517577
Chad,TCD,1982,0,0,0,0,0,0,0
Chad,TCD,1989,0,0,0,0,0,0,0
Thailand,THA,1968,0,0,0,0,0,0,0
Tanzania,TZA,2007,2.639999389648395,0,-9.183006286621108,-2.33800005912781,-10.79999923706059,9.18299961090091,-10.498006582260201
Ukraine,UKR,1991,12.243995666503892,0,-16.4290008544922,1.15700006484985,-4.99999995529654,16.42900085449221,8.400995776057208
Uruguay,URY,1997,25.776996612548906,0,8.086999893188501,-6.20499992370606,5.572000324726101,-8.0869979858399,25.143998920917547
Uzbekistan,UZB,1969,0,0,0,0,0,0,0
Kosovo,XKX,1990,0,0,0,0,0,0,0
Aruba,ABW,1971,0,0,0,0,0,0,0
Armenia,ARM,1970,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,1964,0,0,0,0,0,0,0
Australia,AUS,2011,13.293003082275398,-22.9800014495849,8.835000038147001,-0.4089999198913601,5.3319996297359395,-8.834999084472699,-4.763997703790622
Azerbaijan,AZE,2016,6.7509956359863,-9.189999580383299,-8.755001068115206,-1.7719998359680096,-13.453001022338903,8.755001068115199,-17.66400480270392
Belgium,BEL,1980,0,0,0,0,0,0,0
Bangladesh,BGD,2006,57.8439960479737,-56.84999799728392,-26.7429962158203,-3.69400000572204,-26.796000480651898,26.7430000305176,-29.49599862098686
Bahrain,BHR,1965,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,1966,0,0,0,0,0,0,0
Belize,BLZ,1979,0,0,0,0,0,0,0
Barbados,BRB,1999,12.120998382568402,0,8.779000282287551,-5.5559997558593395,8.50299994647504,-8.778999328613196,15.067999526858458
Brunei Darussalam,BRN,1989,0,0,0,0,0,0,0
Canada,CAN,2002,12.614997863769503,-17.5300006866455,6.895999908447301,1.0089998245239302,2.8159997612238303,-6.89599609375,-1.0899994224309353
Chile,CHL,1997,40.452999114990206,0,5.826999664306701,-2.28900003433227,3.4299988746642995,-5.827003479003892,41.59399414062504
Costa Rica,CRI,1998,42.237003326415994,0,7.058000564575199,-3.3429999351501403,1.3639986515044988,-7.057998657226506,40.25800395011905
Czech Republic,CZE,2010,18.718997955322294,-7.949999809265201,9.7049989700317,-2.079999923706051,6.4750008285046,-9.7049942016601,15.164003819227242
Germany,DEU,2001,17.8280029296875,-30.880002021789547,4.67899990081785,-0.01000022888182972,0.4519998431205705,-4.678993225097699,-12.609992802143154
Djibouti,DJI,1968,0,0,0,0,0,0,0
Ecuador,ECU,2011,30.786003112792898,-12.8099994659424,-11.675003051757798,-1.34500002861023,-14.068000316619901,11.673999786376896,2.562000036239464
"Egypt, Arab Rep.",EGY,1973,0,0,0,0,0,0,0
"Egypt, Arab Rep.",EGY,1983,0,0,0,0,0,0,0
Spain,ESP,2002,24.143997192382805,-14.96999931335445,6.072000503539998,-8.19500017166135,2.7519997358322,-6.071998596191406,3.7309993505477976
Ethiopia,ETH,2012,12.347999572753892,0,-4.253005981445298,-4.481000185012819,-4.768999099731502,4.2530002593993705,3.097994565963642
France,FRA,1972,0,0,0,0,0,0,0
Ghana,GHA,1991,5.964996337890597,0,-14.3489990234375,-0.8970003128051793,-15.593999862670799,14.348999500274608,-10.526003360748273
Ghana,GHA,2004,4.4739990234375,0,-14.228996276855511,-0.6129999160766602,-16.176002502441392,14.22899961471558,-12.315000057220484
Guinea,GIN,1986,0,0,0,0,0,0,0
Guinea-Bissau,GNB,1967,0,0,0,0,0,0,0
Guinea-Bissau,GNB,1996,16.5430068969726,0,-20.0500030517578,-1.0180001258850098,-21.3079991340637,20.0500011444092,-5.782994270324707
Equatorial Guinea,GNQ,1982,0,0,0,0,0,0,0
Haiti,HTI,2007,10.358005523681705,0,-3.8769989013672017,-4.715999603271502,-4.517002105713004,3.8769998550415004,1.1250047683714968
Jordan,JOR,1973,0,0,0,0,0,0,0
Jordan,JOR,1982,0,0,0,0,0,0,0
Kazakhstan,KAZ,1960,0,0,0,0,0,0,0
Lithuania,LTU,1991,17.326000213623097,0,-3.729000091552802,3.7649993896484997,-3.7330002784729004,3.7289962768553977,17.35799551010129
Latvia,LVA,1994,17.990005493164006,0,3.2569999694824006,1.8360004425049006,0.6839995384215989,-3.2569961547850994,20.510009288787806
Mexico,MEX,2009,37.02899932861331,-14.349999427795398,-1.3079986572264986,0,-4.902998924255304,1.3079986572264914,17.7760009765626
Mali,MLI,2010,30.61600112915039,-1.3200073242188068,-7.1719970703125,-4.9240002632140705,-8.140998840332102,7.17199993133546,16.23099756240837
Myanmar,MMR,1965,0,0,0,0,0,0,0
Malawi,MWI,1997,2.605003356933608,0,-11.2700004577637,-4.78299951553341,-11.923001766204806,11.2700004577637,-14.10099792480461
Malaysia,MYS,1983,0,0,0,0,0,0,0
Pakistan,PAK,1990,70.3769989013672,0,0,0,0,0,70.3769989013672
Pakistan,PAK,2016,58.023998260498104,-25.21999979019164,-18.0579986572265,-3.61899995803833,-19.659001350402697,18.057998657226598,9.525997161865533
Poland,POL,1986,0,0,0,0,0,0,0
Poland,POL,1996,15.311996459960895,0,4.987001419067401,-2.9319992065428995,2.851000785827601,-4.987998962402301,15.230000495910696
Paraguay,PRY,1976,0,0,0,0,0,0,0
Sudan,SDN,1981,0,0,0,0,0,0,0
Singapore,SGP,2012,18.6839981079102,0,8.1800003051758,-0.15900015830994008,4.04299986362461,-8.179992675781193,22.568005442619476
Singapore,SGP,2016,16.372997283935604,0,8.72200012207033,-0.10199999809265003,4.75200042128573,-8.721992492675795,21.02300533652322
Slovak Republic,SVK,1988,0,0,0,0,0,0,0
Chad,TCD,1971,0,0,0,0,0,0,0
Thailand,THA,2016,16.8090019226074,-0.7399997711181001,-0.8759994506836009,-0.087000012397766,-3.3679990768431978,0.8759994506836009,12.614003062248337
Tonga,TON,1976,0,0,0,0,0,0,0
Tonga,TON,2003,29.471996307373104,0,-6.569999694824197,-3.62800002098084,-6.9829998016356996,6.569999694824197,18.860996484756562
Trinidad and Tobago,TTO,1961,0,0,0,0,0,0,0
Uganda,UGA,1987,0,0,0,0,0,0,0
Ukraine,UKR,1986,0,0,0,0,0,0,0
Uruguay,URY,2016,18.3759994506836,0,6.1490001678466975,-2.941999435424801,3.4609991908073,-6.149002075195412,18.894997298717385
United States,USA,1986,0,0,0,0,0,0,0
Vanuatu,VUT,1966,0,0,0,0,0,0,0
"Yemen, Rep.",YEM,1986,0,0,0,0,0,0,0
Jordan,JOR,1970,0,0,0,0,0,0,0
United Arab Emirates,ARE,1989,0,0,0,0,0,0,0
Austria,AUT,1995,21.513999938964808,-15.5199995040894,0.2989997863769993,-0.9810001850128196,-3.46999979019167,-0.2989959716797017,1.543004274368215
Burkina Faso,BFA,2009,22.9330024719238,0,-4.693000793457003,-1.9119999408721902,-5.308002471923899,4.692999839782759,15.712999105453466
"Bahamas, The",BHS,1992,14.573005676269503,0,11.0770006179809,-1.694999694824201,8.414000019431048,-11.077003479003892,21.292003139853357
Belize,BLZ,1967,0,0,0,0,0,0,0
Bolivia,BOL,2007,20.750999450683594,0,4.900001525878899,-1.5430002212524494,4.414000511169398,-4.900001525878899,23.621999740600543
Barbados,BRB,1984,0,0,0,0,0,0,0
Bhutan,BTN,1963,0,0,0,0,0,0,0
Comoros,COM,1978,0,0,0,0,0,0,0
Caribbean small states,CSS,1974,0,0,0,0,0,0,0
Germany,DEU,1980,0,0,0,0,0,0,0
Dominican Republic,DOM,2015,25.819995880126903,-6.149999618530298,23.5,-5.18299961090088,21.729001045226997,-23.499999999999993,36.21599769592273
Ecuador,ECU,2000,30.273002624511697,-12.279999732971099,-2.813999176025405,-6.866999626159661,-6.258998870849602,2.813999176025405,4.867004394531335
Estonia,EST,2008,14.152999877929595,-5.949999809265099,5.74199962615963,0.6189999580383301,2.1459999606013205,-5.742004394531207,10.967995218932568
Ethiopia,ETH,1987,0,0,0,0,0,0,0
Fiji,FJI,1960,0,0,0,0,0,0,0
United Kingdom,GBR,1971,0,0,0,0,0,0,0
United Kingdom,GBR,2002,15.124996185302692,-30.1000003814697,9.02900075912471,1.2509999275207502,6.35100017488002,-9.02899932861331,-7.373002663254841
United Kingdom,GBR,2013,12.252002716064403,-26.749999999999996,9.059000015258759,0.9120001792907697,7.096999585628518,-9.0589981079101,-6.488995611667647
Guinea,GIN,1973,0,0,0,0,0,0,0
Guinea-Bissau,GNB,1960,0,0,0,0,0,0,0
Greece,GRC,1972,0,0,0,0,0,0,0
Grenada,GRD,1966,0,0,0,0,0,0,0
Grenada,GRD,1989,0,0,0,0,0,0,0
Guyana,GUY,2005,43.917999267578104,0,11.892999649047802,-5.0740003585815,8.922998905181899,-11.893001556396506,47.7669959068298
Haiti,HTI,1991,19.819999694824197,0,-1.2889938354491903,-2.4400000572204608,-2.8950012922286987,1.289000511169501,14.485005021095349
Hungary,HUN,1975,0,0,0,0,0,0,0
Hungary,HUN,1999,16.805000305175803,-4.35000038146974,8.075000762939501,1.2800002098083496,6.186000108718931,-8.074996948242202,19.92100405693064
Indonesia,IDN,1962,0,0,0,0,0,0,0
Indonesia,IDN,1979,0,0,0,0,0,0,0
Indonesia,IDN,2004,35.1430015563965,-19.149999618530202,-9.11600112915039,-2.4169998168945304,-12.313000679016007,9.116001129150398,1.2630014419557654
Jamaica,JAM,1962,0,0,0,0,0,0,0
Kyrgyz Republic,KGZ,1960,0,0,0,0,0,0,0
Kiribati,KIR,1999,0,0,0,0,0,0,0
Lao PDR,LAO,1969,0,0,0,0,0,0,0
Lao PDR,LAO,1998,2.1080017089842897,0,-6.275001525878892,0.23000001907348988,-6.457998275756907,6.2750005722046005,-4.119997501373419
Maldives,MDV,1966,0,0,0,0,0,0,0
Mexico,MEX,1973,0,0,0,0,0,0,0
Mali,MLI,1998,31.042999267578203,0,-8.0780029296875,-1.1889998912811302,-8.719003677368107,8.07800006866453,21.134992837905997
Mali,MLI,2017,21.7820014953613,0,-9.394996643066392,-1.3510003089904794,-10.725999832153292,9.39500045776363,9.705005168914767
Myanmar,MMR,1979,0,0,0,0,0,0,0
Malawi,MWI,1979,0,0,0,0,0,0,0
Nicaragua,NIC,2011,35.78599929809581,0,-6.700000762939503,-1.1220002174377397,-11.1450004577636,6.700000762939503,23.51899862289447
Panama,PAN,1969,0,0,0,0,0,0,0
Peru,PER,1971,0,0,0,0,0,0,0
Philippines,PHL,1994,31.0389976501465,0,-0.932998657226598,-0.6710000038146999,-3.3410005569457937,0.932998657226598,27.026997089386004
Philippines,PHL,2016,25.7700004577636,-6.2299995422363,-5.668998718261697,-0.27099990844727007,-7.681999206543004,5.668998718261697,11.587001800537028
Poland,POL,1962,0,0,0,0,0,0,0
Paraguay,PRY,2008,30.467998504638594,0,-1.9980010986327983,-2.55100011825561,-6.454999923706005,1.9980010986327983,21.46199846267698
Rwanda,RWA,1987,0,0,0,0,0,0,0
Solomon Islands,SLB,1986,0,0,0,0,0,0,0
Suriname,SUR,1989,0,0,0,0,0,0,0
Slovak Republic,SVK,1961,0,0,0,0,0,0,0
Syrian Arab Republic,SYR,1995,58.8500003814697,0,1.0019989013671946,-8.457000255584742,-4.9569988250731996,-1.0019989013671946,45.43600130081175
Syrian Arab Republic,SYR,2006,60.37499999999999,0,16.2509994506836,-18.23000097274779,8.1840000152588,-16.250995635986406,50.329002857208195
Turks and Caicos Islands,TCA,2015,0,0,0,0,0,0,0
Chad,TCD,1966,0,0,0,0,0,0,0
Timor-Leste,TLS,2003,36.595001220703196,0,-2.4860000610350994,-2.633999824523949,-3.404004096984906,2.486000061035199,30.556997299194443
Tonga,TON,1963,0,0,0,0,0,0,0
Tanzania,TZA,1961,0,0,0,0,0,0,0
Uruguay,URY,1972,0,0,0,0,0,0,0
"Venezuela, RB",VEN,1984,0,0,0,0,0,0,0
"Venezuela, RB",VEN,2003,32.973995208740206,0,3.3680000305175994,-5.9409999847412,1.6129989624024006,-3.3680000305175994,28.645994186401406
"Yemen, Rep.",YEM,1972,0,0,0,0,0,0,0
Zimbabwe,ZWE,2013,10.839004516601605,0,-19.746997833251903,-1.32200002670288,-20.1059994697571,19.746997833251896,-10.588994979858384
Afghanistan,AFG,2012,70.5490007400512,-37.1200008392334,-2.822998046875,-5.444000244140581,-3.946997642517104,2.8229980468750036,24.03800201416012
Albania,ALB,1977,0,0,0,0,0,0,0
United Arab Emirates,ARE,2011,50.40399932861331,0,2.72600018978119,-8.02999997138973,0.16499999910593002,-2.7259979248047017,42.539001621306
Australia,AUS,2006,14.694999694824197,-23.430002212524396,9.7250003814697,-0.25,5.92600011825564,-9.724998474121094,-3.0590004920959544
Bahrain,BHR,1961,0,0,0,0,0,0,0
Bermuda,BMU,2014,0,0,0,0,0,0,0
Bermuda,BMU,2015,0,0,0,0,0,0,0
Bhutan,BTN,2007,8.805999755859403,0,-20.954002380371108,-1.3840000629425098,-21.0610027313233,20.9540014266967,-13.639003992080813
Central African Republic,CAF,2006,14.840003967285199,0,-16.71300506591801,-1.13800001144409,-18.18200206756599,16.712999343872102,-4.4800038337707875
China,CHN,1975,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1972,0,0,0,0,0,0,0
Costa Rica,CRI,1976,0,0,0,0,0,0,0
Cuba,CUB,1979,0,0,0,0,0,0,0
Czech Republic,CZE,1981,0,0,0,0,0,0,0
Djibouti,DJI,2011,22.751998901367095,0,1.9560012817383026,-1.5009999275207502,0.04500198364259944,-1.9560012817383026,21.296000957488943
"Egypt, Arab Rep.",EGY,2013,52.997997283935504,-17.639999389648448,-11.520999908447301,-15.6660003662109,-24.595000743866002,11.520999908447301,-4.903003215789852
Spain,ESP,2012,13.509998321533196,-16.560001373291,8.404000282287601,-0.449998855590799,5.093000710010509,-8.403999328613196,1.5929997563363099
Estonia,EST,1984,0,0,0,0,0,0,0
Gabon,GAB,1973,0,0,0,0,0,0,0
Guatemala,GTM,2002,44.109001159668004,0,-5.89599609375,-1.9109997749328604,-11.048999786376996,5.895999908447301,31.14900541305545
Guam,GUM,1967,0,0,0,0,0,0,0
Croatia,HRV,1980,0,0,0,0,0,0,0
Indonesia,IDN,1992,33.5209999084472,0,-9.76699829101571,-0.2510001659393297,-12.154000282287598,9.766998291015604,21.115999460220166
India,IND,1985,0,0,0,0,0,0,0
"Iran, Islamic Rep.",IRN,1973,0,0,0,0,0,0,0
Israel,ISR,1974,0,0,0,0,0,0,0
Israel,ISR,2009,12.159996032714801,-19.750000000000004,8.88800096511838,0.6599998474121094,3.4110004305839503,-8.888000488281207,-3.5190032124519703
Kazakhstan,KAZ,1965,0,0,0,0,0,0,0
Kenya,KEN,1965,0,0,0,0,0,0,0
Libya,LBY,1988,0,0,0,0,0,0,0
St. Lucia,LCA,1986,0,0,0,0,0,0,0
Liechtenstein,LIE,2012,0,0,0,0,0,0,0
Luxembourg,LUX,2000,24.586002349853494,-26.46000003814698,3.3739995956420694,-1.3230000734329297,-0.2580000311136197,-3.374000549316392,-3.454998746514356
Monaco,MCO,1971,0,0,0,0,0,0,0
Maldives,MDV,1965,0,0,0,0,0,0,0
Mexico,MEX,2008,38.31500244140631,-14.899999618530298,-1.6059989929199006,-0.26999974250794034,-5.425999641418496,1.6060028076172017,17.719007253646872
Marshall Islands,MHL,2017,0,0,0,0,0,0,0
Mali,MLI,2004,31.375,0,-8.947998046875,-2.7070002555847505,-9.712999343872,8.94799995422368,18.95500230789193
Malta,MLT,1967,0,0,0,0,0,0,0
Myanmar,MMR,1989,0,0,0,0,0,0,0
Myanmar,MMR,2004,27.548000335693402,0,-2.7729949951172017,-0.28200006484985296,-4.113998413085994,2.7729988098144993,23.15200567245485
Mozambique,MOZ,2006,-4.192001342773395,0,-13.284996032714801,-4.659999847412102,-18.280997276306096,13.284999608993582,-27.132994890212814
Mozambique,MOZ,2016,-8.208000183105497,0,-16.22799682617179,-4.025999069213899,-22.10699939727769,16.2279994487763,-34.34099602699258
Malaysia,MYS,1969,0,0,0,0,0,0,0
New Caledonia,NCL,2008,9.840999603271506,0,9.25,-1.9169998168946005,4.335000097751659,-9.25,12.258999884128563
Netherlands,NLD,1961,0,0,0,0,0,0,0
Nepal,NPL,1988,0,0,0,0,0,0,0
New Zealand,NZL,1988,0,0,0,0,0,0,0
Oman,OMN,2007,50.436000823974595,0,1.197999954223599,-4.78900003433228,-0.2509995698928815,-1.197998046875,45.396003127098034
Oman,OMN,2015,56.944995880126896,0,0.3339996337890998,-10.61799991130833,-1.0849999785423101,-0.33399963378900566,45.24199599027635
Panama,PAN,1990,40.50000000000001,0,0,0,0,0,40.50000000000001
Peru,PER,2003,19.55099868774409,-12.179998397827102,-11.428001403808608,0.25,-16.496000289917,11.4280014038086,-8.875000000000018
Paraguay,PRY,2012,23.811996459960994,-18.8499984741211,-5.143001556396506,-2.34899997711181,-8.743000984191895,5.143001556396506,-6.13000297546381
Sao Tome and Principe,STP,1987,0,0,0,0,0,0,0
Sao Tome and Principe,STP,2015,34.5240020751953,0,7.645002365112301,-12.51199913024907,6.5349987745285,-7.6450004577637,28.54700362682333
Sweden,SWE,1972,0,0,0,0,0,0,0
Sweden,SWE,1982,0,0,0,0,0,0,0
Syrian Arab Republic,SYR,1963,0,0,0,0,0,0,0
Timor-Leste,TLS,1978,0,0,0,0,0,0,0
Vanuatu,VUT,2010,18.276996612548807,0,-6.709999084472599,-1.3740000724792498,-7.5509986877439985,6.708999633789102,9.35099840164206
Kosovo,XKX,2010,0,0,0,0,0,0,0
"Yemen, Rep.",YEM,1981,0,0,0,0,0,0,0
Austria,AUT,1978,0,0,0,0,0,0,0
Burkina Faso,BFA,1991,14.526992797851491,0,-1.9650039672850994,-0.3849999904632604,-2.4460010528563885,1.965000629425039,11.695988416671781
Bahrain,BHR,1976,0,0,0,0,0,0,0
Bolivia,BOL,1990,25.8019981384278,0,0,0,0,0,25.8019981384278
Bhutan,BTN,1994,24.622997283935604,0,-15.114997863769602,-0.38900005817413996,-15.144996643066506,15.11499881744383,9.089001536369185
Bhutan,BTN,1995,24.628002166748097,0,-16.2429962158203,-0.43900001049042015,-16.471002578735394,16.242998123168903,7.718001484870886
Colombia,COL,2009,27.267997741699197,-15.329998970031799,2.5130004882812997,-6.4840002059936594,-1.2810003757476025,-2.5130004882812003,4.172998189926236
Comoros,COM,2002,18.532001495361406,0,-21.402004241943295,-0.43099975585937056,-22.370999336242804,21.4020004272461,-4.270001411437963
Caribbean small states,CSS,1965,0,0,0,0,0,0,0
Cuba,CUB,1978,0,0,0,0,0,0,0
Cayman Islands,CYM,2012,0,0,0,0,0,0,0
Denmark,DNK,1985,0,-24.109998703002898,0,0,0,0,-24.109998703002898
Dominican Republic,DOM,2013,27.100002288818295,-9.530000686645499,22.312999725341797,-5.663000106811481,20.486000418663,-22.312995910644602,32.39300572872151
Dominican Republic,DOM,1979,0,0,0,0,0,0,0
Finland,FIN,1976,0,0,0,0,0,0,0
Ghana,GHA,2001,4.059997558593707,0,-13.619003295898395,-0.5810003280639702,-15.4239950180054,13.6189994812012,-11.945001602172859
Gibraltar,GIB,2009,0,0,0,0,0,0,0
Grenada,GRD,1987,0,0,0,0,0,0,0
Grenada,GRD,2006,0,0,0,0,0,0,0
Grenada,GRD,2012,0,0,0,0,0,0,0
Guatemala,GTM,2006,41.5910034179687,0,-11.902999877929602,-1.12600004673004,-12.678000450134306,11.902999877929702,27.787002921104452
Haiti,HTI,1990,20.618999481201207,0,0,0,0,0,20.618999481201207
Ireland,IRL,1987,0,-18.0100002288819,0,0,0,0,-18.0100002288819
Iraq,IRQ,1962,0,0,0,0,0,0,0
Jordan,JOR,1991,57.233001708984396,0,14.08299922943116,-17.421001434326197,8.24999952316287,-14.083000183105511,48.061998844146714
Japan,JPN,1965,0,0,0,0,0,0,0
Liberia,LBR,2017,3.4669990539551065,0,-21.145004272460895,0.058000087738039774,-21.58399868011469,21.144999504089398,-18.05900430679304
Latvia,LVA,1961,0,0,0,0,0,0,0
Morocco,MAR,1960,0,0,0,0,0,0,0
Mexico,MEX,1978,0,0,0,0,0,0,0
